image_uid,category,category_p,p_cat_face_person,p_cat_animal,p_cat_landmark_place,p_cat_landscape_nature,p_cat_object,p_cat_vehicle,p_cat_food,p_cat_scene_with_people,p_cat_cartoon_art,attr_famous,attr_face_visible,attr_single_object,attr_indoor,attr_natural,attr_text_present,attr_colorful,attr_emotional,attr_child,attr_smiling,fine,fine_p
img_0000,face_person,0.9332768,0.9332768,0.02544413,0.0013797439,0.0013372299,0.01805946,0.0017979953,0.0047558355,0.008091075,0.0058576935,0.8448273,0.9951037,0.98342705,0.6900131,0.8425484,0.19436303,0.40504003,0.086727336,0.022786446,0.43338138,tv host,0.41418618
img_0001,face_person,0.9440684,0.9440684,0.010433402,0.0013577925,0.001713068,0.017671915,0.0011209573,0.006494206,0.013336661,0.0038036678,0.9486815,0.99914527,0.94870263,0.7424848,0.8000105,0.83799994,0.34160134,0.19961315,0.090370744,0.1325334,tv host,0.41964057
img_0002,face_person,0.97670335,0.97670335,0.0067282286,0.000409655,0.0010040163,0.0040783323,0.0010259006,0.0008734216,0.007834593,0.001342431,0.70883256,0.9989157,0.9907273,0.34441328,0.85838926,0.31500086,0.6871993,0.5246392,0.035740476,0.2578012,actor,0.1933618
img_0003,face_person,0.9549042,0.9549042,0.010571004,0.0010146948,0.0024374714,0.009280304,0.0027881912,0.0010654903,0.01564825,0.0022904433,0.93661076,0.994638,0.96039385,0.36721754,0.52751714,0.19185054,0.51430833,0.4269034,0.24107665,0.25726655,actor,0.69308853
img_0004,face_person,0.89846426,0.89846426,0.04204851,0.0033386594,0.010771282,0.013098571,0.006115265,0.0018872549,0.011297986,0.012978306,0.83276165,0.9158148,0.97049487,0.4815443,0.4215695,0.08902286,0.6009671,0.70831114,0.05149042,0.12266642,musician,0.5504354
img_0005,face_person,0.7343644,0.7343644,0.0258793,0.011623582,0.002948874,0.041315183,0.0035063927,0.0050844983,0.12635154,0.04892628,0.21395944,0.9872097,0.855416,0.39543825,0.23103358,0.24633956,0.8419033,0.42262888,0.023702046,0.052079897,fictional movie character,0.5312599
img_0006,face_person,0.9132805,0.9132805,0.020383626,0.0018284795,0.0018600567,0.017164046,0.0046609645,0.005621274,0.02997997,0.005221128,0.8025528,0.9850697,0.98062736,0.21199995,0.41214326,0.5799009,0.53006834,0.54303795,0.055469826,0.37583888,actor,0.67058396
img_0007,face_person,0.7167802,0.7167802,0.02467307,0.002370939,0.000747606,0.050740507,0.011970484,0.0045264084,0.09485073,0.093340136,0.18674015,0.92465645,0.73814446,0.8652138,0.15959463,0.18438053,0.32697576,0.89371467,0.024490573,0.0429871,politician,0.23829177
img_0008,face_person,0.57629603,0.57629603,0.03135011,0.002828439,0.0016617294,0.029395198,0.004004892,0.003786588,0.2907431,0.05993384,0.50162935,0.9861829,0.9482176,0.76703167,0.27971548,0.27818477,0.6296879,0.6581288,0.041978206,0.04547727,fictional movie character,0.81569976
img_0009,face_person,0.70451444,0.70451444,0.027352285,0.0059786625,0.002777898,0.07924344,0.008971082,0.005159191,0.11980439,0.046198666,0.25387508,0.9719425,0.98035,0.5863702,0.09667996,0.78772616,0.66142845,0.35700864,0.24441828,0.088976465,politician,0.4776158
img_0010,face_person,0.85739404,0.85739404,0.015315182,0.0056700176,0.0013150781,0.06256479,0.007148637,0.004552903,0.033862922,0.012176533,0.19344419,0.93269473,0.6737713,0.54524744,0.117085606,0.7569529,0.5042209,0.46466953,0.060434867,0.027268974,politician,0.6571682
img_0011,face_person,0.90755254,0.90755254,0.023411008,0.0046985634,0.0017552127,0.026775198,0.0060379216,0.0023110637,0.023870835,0.003587627,0.46993405,0.9458858,0.847136,0.57829237,0.19293316,0.752062,0.20106398,0.5643048,0.12526588,0.08784036,politician,0.7502555
img_0012,scene_with_people,0.50802714,0.04780241,0.4136917,0.011351839,0.003680801,0.005816061,0.00249471,0.002922174,0.50802714,0.0042131827,0.8566445,0.3354469,0.44594845,0.19110347,0.47047812,0.01850997,0.4740933,0.68792003,0.010768413,0.29160574,dog,0.6228585
img_0013,face_person,0.94128376,0.94128376,0.009130031,0.0015705709,0.0005240844,0.015240748,0.003577104,0.0014121725,0.02353116,0.0037303069,0.29919675,0.9824326,0.9748198,0.31633586,0.11072142,0.9099217,0.49085194,0.53288335,0.2477961,0.7919075,politician,0.44165793
img_0014,face_person,0.93325144,0.93325144,0.014249273,0.00694221,0.0006173172,0.014653105,0.0013795698,0.0012647527,0.01091378,0.016728597,0.42255536,0.9322625,0.93805087,0.6563968,0.2973157,0.24372645,0.013271464,0.4101415,0.10123782,0.03826416,politician,0.23962805
img_0015,face_person,0.8826027,0.8826027,0.041414965,0.0026966548,0.0029639788,0.01851768,0.0050134268,0.005067002,0.025282828,0.016440839,0.95882034,0.98460126,0.9485796,0.5526161,0.43129504,0.37468162,0.8069885,0.7477498,0.15472765,0.08937477,musician,0.32451788
img_0016,face_person,0.8873823,0.8873823,0.047837798,0.0013989703,0.0025091833,0.014542279,0.002074239,0.0022841885,0.0024626467,0.039508384,0.8411785,0.9429703,0.96519643,0.5996472,0.36510777,0.3520212,0.10086512,0.72776914,0.37666792,0.9741943,musician,0.47713783
img_0017,scene_with_people,0.48063296,0.30585754,0.03305454,0.017732147,0.025087263,0.07831539,0.012915663,0.030370185,0.48063296,0.016034272,0.85887843,0.3867702,0.63866276,0.5662945,0.6244873,0.6195486,0.11556827,0.19866012,0.064352624,0.14005458,couple,0.83387804
img_0018,object,0.8377268,0.117655315,0.0068126246,0.002034909,0.0033465868,0.8377268,0.0024103273,0.0028732966,0.020804545,0.006335511,0.21913639,0.9922691,0.9801471,0.12750676,0.07313807,0.9527001,0.21397805,0.3847067,0.05865764,0.10910919,phone or computer,0.31987843
img_0019,face_person,0.32207632,0.32207632,0.08916143,0.011939785,0.0047321836,0.25065538,0.054114945,0.011024271,0.19063254,0.06566319,0.53181016,0.62805593,0.9931931,0.7622285,0.20784897,0.5467755,0.04369712,0.80564594,0.48268625,0.45278782,scientist,0.97266483
img_0020,face_person,0.83557755,0.83557755,0.017069448,0.0043105176,0.0018709284,0.11032647,0.0032413797,0.004324517,0.018924525,0.0043545794,0.18954101,0.98812675,0.99150014,0.15984525,0.12856358,0.8818047,0.35226226,0.508372,0.2466765,0.44278896,scientist,0.48572728
img_0021,face_person,0.8605451,0.8605451,0.06440917,0.0075342567,0.001758411,0.007792941,0.002083331,0.0029541287,0.037125677,0.015796974,0.88929474,0.94761336,0.62931424,0.8750671,0.5370376,0.5825991,0.9102001,0.37810647,0.027952947,0.09510739,athlete,0.83623004
img_0022,face_person,0.8474554,0.8474554,0.04774746,0.0049051107,0.0041429526,0.046068378,0.0050932076,0.00935545,0.018607484,0.016624568,0.7209362,0.9504919,0.8365762,0.43184063,0.18912295,0.7717195,0.7204697,0.38946304,0.053367082,0.4754407,athlete,0.77662086
img_0023,face_person,0.9395928,0.9395928,0.015984396,0.00084590196,0.002267822,0.01816185,0.0012694375,0.0078600515,0.0059278635,0.008089936,0.8336177,0.99621636,0.9490557,0.37502757,0.82760406,0.7744968,0.22364683,0.0756896,0.06072361,0.9193889,tv host,0.6638204
img_0024,vehicle,0.98192596,0.0014558448,0.0076135024,0.0012103035,0.0005562797,0.005281843,0.98192596,0.00038070744,0.00028433293,0.0012913751,0.79076517,0.46354952,0.89270824,0.82854277,0.3592495,0.65431124,0.487184,0.1572283,0.13051295,0.7274282,car,0.82270986
img_0025,face_person,0.61319375,0.61319375,0.17100812,0.0062012067,0.022923768,0.1492527,0.0060942583,0.009458147,0.011471413,0.010396642,0.11945808,0.93809175,0.8050327,0.040818814,0.7337773,0.46031064,0.8626385,0.12264301,0.017855192,0.08567087,scientist,0.47639728
img_0026,object,0.97070944,0.014345265,0.0041400264,0.0010490231,0.00039606311,0.97070944,0.0037435207,0.0034653023,0.00029798268,0.0018533397,0.44052282,0.7384094,0.9868951,0.24755655,0.1392836,0.8825351,0.14410484,0.026779408,0.06463007,0.57731247,phone or computer,0.6623902
img_0027,face_person,0.94619936,0.94619936,0.025460718,0.0011474441,0.0013684134,0.013499821,0.0021777612,0.0025274812,0.004997273,0.002621681,0.8936048,0.9975731,0.9800362,0.75589716,0.44321722,0.31958362,0.27047193,0.13695745,0.03351794,0.06039525,tv host,0.47801736
img_0028,face_person,0.4843231,0.4843231,0.05009546,0.00030906362,0.0008606636,0.12870765,0.013119379,0.31079733,0.00280582,0.008981502,0.13977297,0.99555993,0.90502596,0.914435,0.6125736,0.31708747,0.8735116,0.59608513,0.99657273,0.8632467,baby,0.7094734
img_0029,face_person,0.94388384,0.94388384,0.019515544,0.0015036433,0.0010642009,0.018312605,0.0047148047,0.0027991845,0.0050290124,0.0031771048,0.83916306,0.9694882,0.9357177,0.65178615,0.5357726,0.28120428,0.17456274,0.15115745,0.049284633,0.54091537,actor,0.5792543
img_0030,landmark_place,0.74941343,0.046952825,0.004410286,0.74941343,0.008439077,0.09955377,0.026281243,0.009391639,0.04852798,0.007029721,0.42451215,0.79348654,0.92325944,0.114910185,0.040217318,0.9737761,0.23408572,0.12156491,0.08627098,0.18082656,politician,0.5768707
img_0031,face_person,0.4746637,0.4746637,0.036813084,0.0070237825,0.0108389845,0.038633607,0.027941091,0.015201277,0.124717,0.26416743,0.15292771,0.8646876,0.18940713,0.81286323,0.44352368,0.7575027,0.97181296,0.28981274,0.7719355,0.51086825,painting or artwork,0.57010865
img_0032,landmark_place,0.8759631,0.004715638,0.0028635308,0.8759631,0.059566047,0.008318728,0.008461098,0.0053114793,0.03075604,0.0040443228,0.7284541,0.26753074,0.519249,0.32151657,0.04553676,0.81335306,0.95802206,0.38561547,0.03500528,0.61172456,casino or theme park,0.84930736
img_0033,face_person,0.6404142,0.6404142,0.03873689,0.0056512738,0.004612215,0.14444092,0.010965616,0.02923763,0.10588143,0.020059787,0.17010777,0.9932847,0.94681484,0.7958395,0.32600942,0.88743705,0.32079968,0.13721219,0.08565264,0.047070663,scientist,0.76117504
img_0034,food,0.97427994,0.005328049,0.0027121191,8.118998e-05,0.0006331123,0.012582952,0.000204803,0.97427994,0.0021826767,0.0019950937,0.271355,0.3460171,0.973142,0.6734392,0.44517758,0.82904917,0.8045068,0.4570075,0.24799168,0.9029499,dessert or baked goods,0.49743822
img_0035,landmark_place,0.94005185,0.006008366,0.0026254065,0.94005185,0.014131659,0.017052148,0.0028971608,0.0004161308,0.006209553,0.010607789,0.3782289,0.15543568,0.5348726,0.052241717,0.06909789,0.73390424,0.53354794,0.30209902,0.027438924,0.42133367,famous monument,0.8567244
img_0036,vehicle,0.64678615,0.06423929,0.10407694,0.0067204265,0.00672467,0.020215409,0.64678615,0.009348023,0.13196342,0.00992567,0.37646505,0.31699622,0.22476487,0.513699,0.27369457,0.82583404,0.78520215,0.6701215,0.10505782,0.29167587,bicycle or motorcycle,0.3293971
img_0037,food,0.757768,0.02285805,0.0039248005,0.00046150314,0.00076160504,0.029672394,0.00037984736,0.757768,0.17728177,0.0068920245,0.4990382,0.78655267,0.8220748,0.9167522,0.59772164,0.49467057,0.8025722,0.5604092,0.79836464,0.68135047,kitchen or household item,0.4836743
img_0038,face_person,0.9497017,0.9497017,0.023781301,0.0014149979,0.00071072567,0.0153412465,0.0007784875,0.0029723353,0.0032365848,0.0020626616,0.44600216,0.97965664,0.9010449,0.64464945,0.5181338,0.3446782,0.2854579,0.11843964,0.059582673,0.0321058,politician,0.5304976
img_0039,face_person,0.89363116,0.89363116,0.026293874,0.0049295817,0.0030213005,0.03134104,0.0029802292,0.0035001135,0.025094336,0.00920839,0.33747044,0.9625709,0.92115647,0.4294027,0.18111944,0.8266552,0.5918421,0.33063957,0.034429125,0.01466448,politician,0.77802855
img_0040,animal,0.7614575,0.14781275,0.7614575,0.00439897,0.004397552,0.044265956,0.0088633625,0.01767211,0.0037265911,0.007405221,0.525873,0.7757751,0.8881424,0.28075153,0.6536401,0.14584354,0.547861,0.3716812,0.06241558,0.2825962,horse,0.9768659
img_0041,food,0.88369375,0.0036533072,0.0025043215,0.0024101976,0.0030358522,0.06225189,0.0010887653,0.88369375,0.03726288,0.004099118,0.85160923,0.18742618,0.8988739,0.8455813,0.36937684,0.5497761,0.87842065,0.05192541,0.04621356,0.34349394,dessert or baked goods,0.90453374
img_0042,scene_with_people,0.9217209,0.0067110225,0.006689106,0.001903648,0.0019344082,0.0067594666,0.009207728,0.0042028157,0.9217209,0.040870838,0.643968,0.4282572,0.43551043,0.054863583,0.61288047,0.26751053,0.61088705,0.7895682,0.05314455,0.75103235,boat or ship,0.40495214
img_0043,landscape_nature,0.7126186,0.011758563,0.004654371,0.20945011,0.7126186,0.013243804,0.036526743,0.0009504914,0.0092824,0.0015148536,0.12593599,0.27371654,0.94863313,0.011977428,0.4712703,0.59401184,0.8704812,0.65041614,0.08244982,0.34112236,famous monument,0.42549485
img_0044,animal,0.7097193,0.08960177,0.7097193,0.005712579,0.01016842,0.11132313,0.016249523,0.04378802,0.009661979,0.0037752585,0.53461725,0.6607391,0.9939063,0.1907614,0.6052437,0.33757448,0.29702088,0.15525624,0.030733587,0.6145802,farm animal,0.9472593
img_0045,animal,0.80400264,0.023630474,0.80400264,0.0017402122,0.000931552,0.0998176,0.00991139,0.011588517,0.033862393,0.014515226,0.75773245,0.8391672,0.9956689,0.038336106,0.5826886,0.6271778,0.121960394,0.3706951,0.0796302,0.8094888,dog,0.6886791
img_0046,food,0.89704937,0.008479422,0.001489232,0.00036270014,0.00067497644,0.084828556,0.0003888667,0.89704937,0.0060159764,0.0007109292,0.8799169,0.6474661,0.99690896,0.94185597,0.58345926,0.6181909,0.082672596,0.029824762,0.0540623,0.575492,cooked meal,0.36027873
img_0047,face_person,0.7393592,0.7393592,0.0911648,0.0040864823,0.0015466448,0.026716683,0.004879977,0.0074412324,0.10197187,0.02283308,0.36245733,0.92595613,0.9676567,0.772725,0.33331454,0.021957755,0.57511413,0.6411964,0.08864678,0.67317575,fictional movie character,0.511932
img_0048,face_person,0.41004083,0.41004083,0.033740472,0.06387009,0.0069630854,0.24897097,0.058003496,0.0071979705,0.15190636,0.019306686,0.44807673,0.6308106,0.964328,0.15256438,0.040359285,0.62689674,0.17412728,0.47499454,0.21812758,0.39591807,scientist,0.31143412
img_0049,vehicle,0.32928073,0.053229693,0.022377552,0.13274664,0.019731931,0.32448438,0.32928073,0.016111951,0.08682107,0.015216074,0.70137686,0.61826694,0.91667557,0.08255767,0.04163446,0.8565901,0.90204394,0.74656475,0.13770247,0.15930678,airplane or spacecraft,0.47639635
img_0050,landscape_nature,0.6990086,0.051479638,0.04665466,0.08639027,0.6990086,0.045691323,0.014172179,0.008116401,0.035508096,0.01297878,0.40243798,0.19537719,0.86652523,0.0008765456,0.50706005,0.6678077,0.83719844,0.49358973,0.04489662,0.44196415,bridge,0.7174514
img_0051,animal,0.8535877,0.08514229,0.8535877,0.0010500151,0.0007622249,0.040461507,0.0015801757,0.013735439,0.0012319807,0.0024487502,0.42991734,0.781108,0.92408365,0.36512235,0.77923816,0.45261154,0.36689228,0.40887544,0.03282938,0.28957608,cat,0.5716179
img_0052,animal,0.8449104,0.06999247,0.8449104,0.0016080873,0.0010777917,0.038015362,0.0069027273,0.019548262,0.008343399,0.009601528,0.8540429,0.9492048,0.97273636,0.23087367,0.74022204,0.15788123,0.9680567,0.38789365,0.20510581,0.9431641,dog,0.7018872
img_0053,face_person,0.6999435,0.6999435,0.020441936,0.0013955504,0.00040479822,0.054548543,0.0052362126,0.06567987,0.112380706,0.0399689,0.12425553,0.9731853,0.96621746,0.96039814,0.15607575,0.2939734,0.83306986,0.8001268,0.1572139,0.053814888,fictional movie character,0.6386004
img_0054,face_person,0.8152914,0.8152914,0.013789165,0.00069759134,0.0010765668,0.015537767,0.0012427255,0.0043194084,0.14667639,0.0013690256,0.45598438,0.9689798,0.95311886,0.4587602,0.7416203,0.19087361,0.44251698,0.3179352,0.05884729,0.94730985,actor,0.33094466
img_0055,face_person,0.9092856,0.9092856,0.019395055,0.0011818745,0.00077982707,0.020139107,0.0064434167,0.0031467942,0.035273172,0.0043552294,0.73813856,0.993005,0.96814895,0.5742185,0.30847618,0.5983649,0.2331541,0.092180066,0.044046346,0.26813477,actor,0.53490895
img_0056,face_person,0.49388167,0.49388167,0.08574523,0.008455973,0.0014837941,0.023260124,0.0032267056,0.0037814346,0.3343377,0.045827355,0.70835644,0.7585662,0.93397325,0.89712405,0.3896268,0.08865556,0.11361492,0.8931859,0.08045605,0.046596162,fictional movie character,0.6119821
img_0057,face_person,0.8702893,0.8702893,0.021377845,0.0038979875,0.009327646,0.045340877,0.0025498907,0.009094851,0.029902773,0.00821888,0.86710256,0.9793488,0.9239658,0.33308318,0.82742405,0.5896338,0.73805785,0.12456782,0.072790645,0.5748955,musician,0.1709685
img_0058,face_person,0.94889647,0.94889647,0.008216345,0.00065974955,0.00025052068,0.0078071267,0.0022825978,0.0027197772,0.025442723,0.0037247622,0.91412383,0.99380624,0.9633097,0.27816448,0.67411673,0.15831943,0.725436,0.40037104,0.046200708,0.16305774,actor,0.31775862
img_0059,face_person,0.8309328,0.8309328,0.023338579,0.007609224,0.002419538,0.034078438,0.0060874536,0.0020104256,0.086432464,0.007091142,0.2827985,0.93953395,0.9725848,0.48648685,0.10338667,0.88020927,0.62989336,0.6001019,0.11928524,0.40688634,politician,0.7885161
img_0060,face_person,0.871656,0.871656,0.021116847,0.008942733,0.0014969881,0.065664746,0.0041910787,0.01608564,0.0074700085,0.0033758837,0.47638693,0.99489284,0.95590335,0.5818369,0.15152809,0.80090195,0.33272994,0.50251436,0.07378407,0.9753298,athlete,0.94271743
img_0061,face_person,0.71367216,0.71367216,0.09107009,0.005745908,0.0020463492,0.013357268,0.0057739005,0.008154689,0.025102263,0.13507742,0.9031462,0.8298809,0.8412007,0.6858344,0.2774351,0.93466467,0.7787137,0.15210775,0.028263593,0.14049233,athlete,0.9132594
img_0062,face_person,0.90256286,0.90256286,0.017491229,0.0019318964,0.0021269757,0.008545495,0.0078656655,0.0035583742,0.051123373,0.00479411,0.90772605,0.99018174,0.9137907,0.1239228,0.5586694,0.49907348,0.6611251,0.22587685,0.076931566,0.08188151,actor,0.3220314
img_0064,face_person,0.50889456,0.50889456,0.051994085,0.0024226615,0.0006769953,0.02165374,0.0060750353,0.008869303,0.3721874,0.027226213,0.46894452,0.96520597,0.82630813,0.2904039,0.31406367,0.17023543,0.724278,0.19313489,0.072992876,0.85930926,fictional movie character,0.36471307
img_0065,face_person,0.64793295,0.64793295,0.07486418,0.0116193835,0.008981539,0.12757412,0.020587042,0.015422453,0.0850735,0.007944766,0.11594546,0.9524294,0.86716175,0.76962334,0.73482853,0.81333226,0.12345578,0.078206494,0.040208265,0.7532274,scientist,0.695883
img_0066,object,0.7614123,0.058217127,0.027173428,0.0010894215,0.0018229628,0.7614123,0.004058066,0.03796586,0.09292306,0.015337694,0.31443197,0.39306143,0.9433272,0.9148417,0.3011007,0.3158501,0.9964211,0.45114985,0.13572176,0.58273876,kitchen or household item,0.7416952
img_0067,food,0.97470504,0.0032923582,0.0017913766,0.00079139066,0.00055003725,0.012628869,0.002162363,0.97470504,0.0032980838,0.0007805343,0.6313852,0.58614767,0.77200943,0.6917171,0.2271966,0.78590804,0.885199,0.23882502,0.022284769,0.3833608,cooked meal,0.5226248
img_0068,face_person,0.66541684,0.66541684,0.026568027,0.0031199206,0.0008249852,0.027964668,0.0072113774,0.013306095,0.20509294,0.050495114,0.37127194,0.9870554,0.9290743,0.57313764,0.21533751,0.5710034,0.003835552,0.77643067,0.76354057,0.03589904,fictional movie character,0.38657644
img_0069,face_person,0.8501238,0.8501238,0.025956241,0.0017491422,0.0022669672,0.033775866,0.0023046704,0.012487955,0.010579183,0.060756154,0.8068187,0.98100054,0.79753613,0.6389493,0.73729306,0.7833129,0.18365653,0.088452816,0.10864636,0.8727957,tv host,0.45357183
img_0070,face_person,0.897827,0.897827,0.015870871,0.002127957,0.001153482,0.03248569,0.0019147166,0.0021285412,0.03669194,0.009799828,0.107204854,0.9006843,0.8799101,0.8457562,0.28075072,0.86877966,0.80522656,0.35892686,0.047801938,0.06517111,politician,0.8395002
img_0071,object,0.96468717,0.0028454293,0.0029717358,0.0020095194,0.0076109013,0.96468717,0.0009756252,0.006192294,0.0064337864,0.006273586,0.21761113,0.73948056,0.9569659,0.718761,0.50883347,0.7606059,0.5764712,0.15350702,0.19632283,0.42290956,watch or jewelry,0.8206229
img_0072,vehicle,0.80416965,0.0070603923,0.007981131,0.04029189,0.0006205621,0.0891019,0.80416965,0.015410024,0.031718377,0.0036461195,0.47309804,0.7940193,0.9405038,0.15656602,0.06319584,0.99285406,0.77904356,0.3096015,0.04054311,0.52822685,truck or off-road vehicle,0.48406538
img_0073,landscape_nature,0.2893417,0.09731892,0.08478194,0.011921618,0.2893417,0.20540851,0.023728017,0.12316679,0.13418706,0.030145463,0.07717764,0.2169591,0.41949743,0.35172498,0.91061735,0.6026692,0.9994429,0.12580293,0.10543483,0.37115797,flowers,0.98498976
img_0074,object,0.9156795,0.024750168,0.013564947,0.0015123436,0.0019983125,0.9156795,0.020667946,0.008614876,0.0023721727,0.010839804,0.2995196,0.86428124,0.99874,0.61811256,0.19027252,0.9828783,0.22130959,0.052854583,0.1453173,0.32714325,musical instrument,0.8729854
img_0075,cartoon_art,0.8978355,0.045977432,0.020447826,0.0010529769,0.004568204,0.0065764324,0.0005898098,0.0028544266,0.020097394,0.8978355,0.6016279,0.6944897,0.8529154,0.15856484,0.8794373,0.20597354,0.64609486,0.46415055,0.031253766,0.19703372,fictional movie character,0.8743838
img_0076,scene_with_people,0.9661067,0.0064618746,0.0032987033,0.007423867,0.002213585,0.0046154694,0.0022859387,0.006054343,0.9661067,0.0015394826,0.5418753,0.10786364,0.7485484,0.047618218,0.22590585,0.34538293,0.637197,0.43536738,0.013741156,0.22303112,musician,0.44115657
img_0077,object,0.9384572,0.023263989,0.013540964,0.0012011001,0.003992796,0.9384572,0.010122059,0.007164771,0.00091994274,0.001337131,0.12330827,0.9261008,0.9985886,0.6947571,0.43494266,0.64949745,0.9461745,0.51050794,0.116900004,0.3003951,watch or jewelry,0.87485105
img_0078,face_person,0.8751134,0.8751134,0.023212831,0.0045754043,0.0026116103,0.050376922,0.006229004,0.009432058,0.018984575,0.009464171,0.16970855,0.950615,0.7523038,0.48970464,0.1057544,0.9393779,0.39738193,0.13985234,0.07610028,0.10441184,tv host,0.69065493
img_0079,face_person,0.96172494,0.96172494,0.011971563,0.0012780338,0.0008442311,0.0056824726,0.0035264303,0.0010991126,0.011831594,0.0020416188,0.91485,0.9902159,0.950618,0.1486844,0.5613022,0.23846358,0.3303834,0.16698399,0.02376086,0.7416141,actor,0.54855704
img_0080,object,0.82650304,0.1366707,0.006246064,0.0009145556,0.00501938,0.82650304,0.0009059668,0.0119985,0.0026874593,0.009054473,0.4893443,0.990669,0.68723327,0.5844028,0.7137205,0.705281,0.9923105,0.14505905,0.08400699,0.13794836,clothing or bag,0.45102143
img_0081,animal,0.75665015,0.21292043,0.75665015,0.0020285198,0.0025410408,0.015555908,0.0016661373,0.0021416245,0.0022389817,0.004257139,0.66240543,0.94505876,0.9249171,0.31406245,0.8733769,0.17188251,0.79733497,0.4739587,0.10658846,0.53613406,marine animal,0.1574072
img_0082,scene_with_people,0.5550239,0.123303525,0.008709503,0.005810573,0.0024751592,0.062335886,0.17711398,0.009325612,0.5550239,0.05590194,0.13467185,0.9518354,0.97352874,0.85346514,0.25114694,0.5079444,0.26948363,0.91326755,0.12300817,0.022978052,couple,0.42257282
img_0083,face_person,0.90145725,0.90145725,0.014332658,0.0010706993,0.0013279702,0.04376196,0.0025033157,0.0047739386,0.026419124,0.004352918,0.8458641,0.93261075,0.96304786,0.16028167,0.8507849,0.6195985,0.72631305,0.46283576,0.03751534,0.66701347,actor,0.27947718
img_0084,scene_with_people,0.4732019,0.3404395,0.042389214,0.0062923552,0.004852007,0.05188051,0.017849274,0.0095264595,0.4732019,0.05356884,0.6693127,0.8601876,0.9602323,0.13504125,0.07434731,0.31398562,0.48558205,0.91877925,0.059120003,0.14503373,fictional movie character,0.54494387
img_0085,scene_with_people,0.44449794,0.34984198,0.016551698,0.0014033924,0.007684169,0.04495572,0.013544007,0.053473875,0.44449794,0.06804723,0.16874428,0.9568432,0.93755686,0.7543895,0.7417413,0.6259081,0.6260429,0.7486668,0.16314626,0.19220181,couple,0.78791314
img_0086,object,0.37602627,0.112932414,0.08362114,0.027662138,0.14066063,0.37602627,0.017363464,0.18321303,0.04170414,0.016816733,0.10215048,0.23466994,0.7654362,0.24547939,0.7552036,0.46481615,0.9874249,0.05783779,0.084356666,0.5288723,flowers,0.9796522
img_0087,animal,0.95891374,0.029029956,0.95891374,0.0007137266,0.0011209408,0.0037510968,0.00049335626,0.0022657667,0.0011782073,0.0025331958,0.74684185,0.9884306,0.9388202,0.10625436,0.8986028,0.7233431,0.91004795,0.4482338,0.017240774,0.7421813,big cat,0.9480381
img_0088,scene_with_people,0.8412386,0.050384812,0.030177582,0.00094590423,0.0016061214,0.030985989,0.02102263,0.010001614,0.8412386,0.013636677,0.32442433,0.21053444,0.5543381,0.7624082,0.20960267,0.49071607,0.045397848,0.5971547,0.055268206,0.41745514,musician,0.3718056
img_0089,animal,0.38784042,0.18050432,0.38784042,0.0042032553,0.034178175,0.24227557,0.032073025,0.08801794,0.0078853145,0.023021981,0.3827622,0.895512,0.9199088,0.22508374,0.9227202,0.748311,0.998379,0.23726891,0.04097241,0.6340119,flowers,0.43942162
img_0090,scene_with_people,0.5514128,0.19499296,0.09425538,0.0062156427,0.01792942,0.044240274,0.05954542,0.006995503,0.5514128,0.024412515,0.7371426,0.30858076,0.68664885,0.62139285,0.15799892,0.18370084,0.06421197,0.71161574,0.05743687,0.49777365,musician,0.23628068
img_0091,face_person,0.8839819,0.8839819,0.03310368,0.0027503744,0.002950361,0.038757235,0.013113172,0.006548122,0.014638262,0.00415675,0.15509646,0.9911356,0.86681706,0.8097495,0.5527133,0.37775984,0.18228076,0.07639813,0.07038866,0.6358238,scientist,0.93549126
img_0092,face_person,0.62436295,0.62436295,0.33367255,0.0007967484,0.002079292,0.01320724,0.0025671371,0.0036081872,0.0033424932,0.01636351,0.29692176,0.99552613,0.91537535,0.7729946,0.8198055,0.33344382,0.5251201,0.22147167,0.10344538,0.026681058,primate,0.97968423
img_0093,animal,0.82592297,0.092579946,0.82592297,0.00078554865,0.0038757985,0.058234062,0.0016259803,0.010680054,0.0015888568,0.004706725,0.41791347,0.9522114,0.9182606,0.24851066,0.952312,0.469734,0.8732135,0.3089341,0.03253296,0.07652662,marine animal,0.3399386
img_0094,object,0.30845836,0.20026068,0.16471362,0.033271458,0.014504206,0.30845836,0.058244843,0.024407472,0.050097026,0.14604233,0.34679705,0.17249477,0.9737732,0.8266205,0.61445415,0.50206137,0.95123625,0.34621567,0.26498938,0.6771234,logo or sign,0.23952197
img_0095,animal,0.9039971,0.07395267,0.9039971,0.00037223168,0.004398454,0.010695447,0.0011822393,0.0025902244,0.0008507331,0.0019607646,0.58250314,0.9784792,0.94594735,0.2059938,0.94577336,0.6649186,0.30826628,0.4014554,0.0066384696,0.4993844,dog,0.49904737
img_0096,landscape_nature,0.3483927,0.09044563,0.32199678,0.035007175,0.3483927,0.07224321,0.07324021,0.015795292,0.020117007,0.022762014,0.74553484,0.4275274,0.93400604,0.027757196,0.7453159,0.6498834,0.30926567,0.7496858,0.03336369,0.13699488,bird,0.62100786
img_0097,animal,0.84144604,0.06056799,0.84144604,0.0026509233,0.009418042,0.028120138,0.02214073,0.0056409477,0.012834618,0.017180547,0.64745826,0.8866129,0.7335234,0.10561649,0.78428453,0.733838,0.26272175,0.779783,0.05459233,0.8653801,wild mammal,0.28390008
